Well_ID	Longitude	Latitude	GWLm	method	mean	median	well_constructed_depth	altitude	vertical_datum	Counts
285537095214001	-95.362	28.927	-11.44	median	-11.66	-11.44	224.0	4.85	NAVD88	6
285654095215101	-95.364	28.949	-11.59	median	-11.95	-11.59	249.0	4.91	NAVD88	6
285744095212102	-95.356	28.962	-8.36	median	-8.11	-8.36	258.0	4.91	NAVD88	4
285919095344701	-95.581	28.989	-11.20	mean	-11.20	-11.18	506.0	13.66	NAVD88	6
290000095192602	-95.325	29.000	-11.03	mean	-11.03	-10.54	232.0	4.98	NAVD88	6
290834095384201	-95.645	29.143	-12.29	mean	-12.29	-12.21	659.0	34.28	NAVD88	6
290939095480601	-95.802	29.161	2.71	median	2.73	2.71	500.0	49.97	NAVD88	6
291055095482501	-95.807	29.182	2.69	median	2.81	2.69	399.0	52.94	NAVD88	6
291114095213001	-95.359	29.188	3.02	median	2.96	3.02	335.0	15.01	NAVD88	6
291138095261501	-95.438	29.194	-10.89	median	-10.51	-10.89	819.0	29.96	NAVD88	6
291201095200701	-95.336	29.201	-10.42	mean	-10.42	-10.47	960.0	14.20	NAVD88	6
291210095484001	-95.811	29.203	2.40	median	2.41	2.40	473.0	55.15	NAVD88	6
291305095352201	-95.589	29.220	-10.64	mean	-10.64	-10.70	867.0	35.01	NAVD88	6
291320095351401	-95.588	29.223	-6.92	median	-7.31	-6.92	852.0	34.98	NAVD88	6
291344095205101	-95.348	29.229	-3.34	median	-3.77	-3.34	304.0	23.84	NAVD88	6
291510095405201	-95.683	29.253	-8.13	mean	-8.13	-8.24	887.0	60.00	NAVD88	6
291545095202401	-95.341	29.263	-5.58	mean	-5.58	-5.50	514.0	26.00	NAVD88	6
291808095261701	-95.438	29.302	-0.43	median	-0.39	-0.43	1168.0	40.26	NAVD88	6
291843095321401	-95.537	29.312	-18.13	mean	-18.13	-17.79	885.0	40.18	NAVD88	6
291859095152601	-95.257	29.317	-15.81	mean	-15.81	-15.79	350.0	24.77	NAVD88	6
291908095414901	-95.697	29.319	-7.17	median	-7.17	-7.17	756.0	54.98	NAVD88	1
291919095485101	-95.814	29.322	4.56	median	4.57	4.56	871.0	74.75	NAVD88	6
291948095135401	-95.232	29.330	-16.38	mean	-16.38	-15.97	400.0	20.41	NAVD88	6
291949095024801	-95.047	29.331	-14.13	mean	-14.13	-13.94	756.0	19.74	NAVD88	7
292037095010501	-95.018	29.344	-13.70	mean	-13.70	-13.81	1080.0	14.01	NAVD88	7
292050095010501	-95.018	29.348	-15.36	mean	-15.36	-15.62	790.0	16.04	NAVD88	6
292054095171901	-95.289	29.349	-16.43	mean	-16.43	-16.32	473.0	29.75	NAVD88	6
292054095371301	-95.621	29.349	-10.75	mean	-10.75	-10.72	874.0	57.42	NAVD88	6
292138095435801	-95.733	29.361	-1.60	median	-1.53	-1.60	1195.0	74.80	NAVD88	6
292144095033601	-95.060	29.363	-18.02	median	-17.41	-18.02	884.0	20.03	NAVD88	3
292146095410301	-95.684	29.363	-8.32	mean	-8.32	-8.28	1158.0	69.39	NAVD88	6
292155095041001	-95.070	29.366	-17.65	mean	-17.65	-17.83	873.0	20.03	NAVD88	4
292203095043201	-95.076	29.368	-16.96	mean	-16.96	-17.11	843.0	23.70	NAVD88	4
292204095042901	-95.075	29.368	-18.35	median	-18.15	-18.35	874.0	19.98	NAVD88	3
292204095043601	-95.077	29.368	-16.82	mean	-16.82	-16.35	836.0	24.67	NAVD88	6
292204095281301	-95.471	29.368	-12.28	median	-11.55	-12.28	923.0	50.08	NAVD88	6
292207094544001	-94.911	29.369	-13.79	mean	-13.79	-13.91	645.0	6.65	NAVD88	6
292208095042701	-95.074	29.369	-15.43	mean	-15.43	-15.09	775.0	19.53	NAVD88	6
292209095042801	-95.075	29.369	-17.84	mean	-17.84	-17.98	855.0	19.10	NAVD88	4
292211094543301	-94.909	29.370	-12.45	mean	-12.45	-12.54	1042.0	7.53	NAVD88	6
292211095044501	-95.079	29.370	-17.06	mean	-17.06	-17.17	817.0	24.08	NAVD88	4
292218095390801	-95.653	29.372	-10.24	mean	-10.24	-10.21	1155.0	70.01	NAVD88	6
292220095001901	-95.006	29.372	-12.45	median	-12.45	-12.45	860.0	18.40	NAVD88	1
292223094544401	-94.912	29.373	-11.53	mean	-11.53	-11.74	1017.0	8.50	NAVD88	6
292231094581701	-94.971	29.375	-14.73	median	-14.73	-14.73	709.0	15.00	NAVD88	2
292233094541501	-94.904	29.376	-11.42	mean	-11.42	-11.38	771.0	10.45	NAVD88	7
292246095553601	-95.927	29.380	10.29	mean	10.29	10.28	363.0	86.54	NAVD88	6
292303094553201	-94.926	29.384	-12.71	mean	-12.71	-12.99	728.0	13.44	NAVD88	7
292305094554801	-94.930	29.385	-13.70	mean	-13.70	-13.46	715.0	13.48	NAVD88	6
292314094563001	-94.942	29.387	-9.93	mean	-9.93	-10.00	702.0	9.99	NAVD88	7
292324094573801	-94.961	29.390	-14.04	mean	-14.04	-13.89	737.0	9.76	NAVD88	7
292327094575901	-94.967	29.391	-14.75	mean	-14.75	-14.42	644.0	11.13	NAVD88	7
292336095063301	-95.109	29.394	-21.82	mean	-21.82	-22.00	805.0	28.26	NAVD88	4
292337094542801	-94.908	29.394	-13.10	mean	-13.10	-13.01	772.0	9.86	NAVD88	7
292338095063601	-95.110	29.394	-21.32	mean	-21.32	-20.95	870.0	27.82	NAVD88	6
292350095002201	-95.006	29.398	-15.17	mean	-15.17	-15.11	874.0	20.00	NAVD88	5
292354095425501	-95.716	29.399	2.29	median	2.21	2.29	491.0	66.41	NAVD88	5
292354095430201	-95.718	29.399	-4.87	mean	-4.87	-4.87	497.0	67.45	NAVD88	5
292358095062001	-95.106	29.400	-22.50	mean	-22.50	-22.67	776.0	26.36	NAVD88	4
292359095501601	-95.838	29.400	6.71	median	8.16	6.71	435.0	92.24	NAVD88	6
292403095052601	-95.091	29.401	-21.92	mean	-21.92	-21.66	771.0	25.88	NAVD88	7
292431094555601	-94.933	29.409	-13.59	mean	-13.59	-13.73	894.0	6.76	NAVD88	5
292439094553101	-94.926	29.411	-15.36	mean	-15.36	-15.66	785.0	6.03	NAVD88	7
292440095053801	-95.094	29.411	-21.99	mean	-21.99	-22.24	764.0	23.47	NAVD88	6
292443095045201	-95.081	29.412	-22.47	mean	-22.47	-21.41	781.0	24.94	NAVD88	7
292456095560101	-95.934	29.416	13.95	mean	13.95	13.94	564.0	95.08	NAVD88	6
292458094534201	-94.895	29.416	-5.86	mean	-5.86	-5.89	210.0	5.30	NAVD88	81
292458094534202	-94.895	29.416	-8.48	mean	-8.48	-8.57	302.0	5.30	NAVD88	7
292458094534203	-94.895	29.416	-9.36	mean	-9.36	-9.36	400.0	5.30	NAVD88	77
292458094534204	-94.895	29.416	-13.92	mean	-13.92	-13.95	535.0	5.30	NAVD88	78
292458094534205	-94.895	29.416	-14.38	mean	-14.38	-14.46	1060.0	5.30	NAVD88	77
292458094534206	-94.895	29.416	-13.80	mean	-13.80	-13.79	800.0	5.87	NAVD88	78
292459095451901	-95.756	29.417	9.80	mean	9.80	9.83	636.0	73.58	NAVD88	6
292500095451701	-95.755	29.417	2.29	median	2.32	2.29	660.0	73.55	NAVD88	5
292527095561701	-95.938	29.424	13.82	mean	13.82	13.91	403.0	95.20	NAVD88	6
292530095560701	-95.936	29.425	13.64	mean	13.64	13.66	240.0	94.98	NAVD88	6
292533095052701	-95.091	29.426	-24.18	mean	-24.18	-23.75	770.0	18.77	NAVD88	6
292534095044501	-95.079	29.426	-23.44	mean	-23.44	-23.15	810.0	21.27	NAVD88	7
292548094565601	-94.949	29.430	-11.59	mean	-11.59	-11.60	692.0	4.98	NAVD88	7
292603095150901	-95.253	29.435	-37.28	mean	-37.28	-37.61	702.0	42.66	NAVD88	6
292605095571301	-95.954	29.435	14.81	mean	14.81	14.85	590.0	94.92	NAVD88	6
292611095012901	-95.025	29.437	-21.76	median	-21.76	-21.76	700.0	17.85	NAVD88	1
292611095563901	-95.944	29.437	13.22	mean	13.22	13.29	623.0	97.69	NAVD88	6
292617095065501	-95.116	29.438	-27.49	mean	-27.49	-27.38	736.0	18.93	NAVD88	6
292619095060601	-95.102	29.439	-25.95	mean	-25.95	-25.54	750.0	16.77	NAVD88	7
292724095045401	-95.082	29.457	-25.04	median	-25.04	-25.04	544.0	11.86	NAVD88	2
292730095031301	-95.054	29.458	-24.57	median	-24.57	-24.57	734.0	11.38	NAVD88	2
292748095031701	-95.055	29.464	-24.88	median	-24.88	-24.88	587.0	13.02	NAVD88	2
292812095035901	-95.066	29.470	-25.27	median	-25.27	-25.27	570.0	11.03	NAVD88	2
292841094584901	-94.984	29.481	-20.40	mean	-20.40	-20.86	660.0	10.71	NAVD88	5
292848094590001	-94.981	29.478	-22.49	mean	-22.49	-21.57	651.0	10.42	NAVD88	5
292853095381301	-95.637	29.482	-23.47	median	-25.74	-23.47	803.0	71.30	NAVD88	3
292859095380501	-95.635	29.483	-33.05	median	-30.82	-33.05	853.0	67.91	NAVD88	6
292900094585501	-94.983	29.483	-21.08	mean	-21.08	-21.50	664.0	12.66	NAVD88	5
292900096015901	-96.033	29.484	20.43	median	20.43	20.43	526.0	114.93	NAVD88	2
292903095375501	-95.632	29.484	-13.26	mean	-13.26	-13.38	702.0	72.84	NAVD88	5
