Well_ID,Longitude,Latitude,GWLm,altitude_m,well_depth_m,bottom_elevation_m,VHG_predicted_raw,VHG_predicted,VHG_observed,VHG_final,has_observed_VHG,period
290000095192602,-95.325000,29.000000,-8.850000,1.517904,70.713600,-69.195696,0.110460,0.110460,,0.110460,False,2020-2025
290100095253201,-95.426000,29.016000,-22.530000,2.971800,101.193600,-98.221800,0.067012,0.067012,,0.067012,False,2020-2025
290142095111801,-95.188000,29.028000,-1.990000,1.524000,102.108000,-100.584000,0.096847,0.096847,,0.096847,False,2020-2025
290159095262701,-95.441000,29.033000,-26.920000,3.974592,101.193600,-97.219008,0.070016,0.070016,,0.070016,False,2020-2025
290213095240501,-95.401000,29.037000,-4.230000,4.809744,64.617600,-59.807856,0.118467,0.118467,,0.118467,False,2020-2025
290214095421101,-95.703000,29.037000,0.560000,10.433304,68.884800,-58.451496,0.133855,0.133855,,0.133855,False,2020-2025
290320095253801,-95.427000,29.056000,-21.890000,5.199888,103.022400,-97.822512,0.068753,0.068753,,0.068753,False,2020-2025
290320095261701,-95.438000,29.056000,-23.040000,5.486400,102.108000,-96.621600,0.071886,0.071886,,0.071886,False,2020-2025
290346095243601,-95.410000,29.063000,-3.420000,4.276344,103.632000,-99.355656,0.118901,0.118901,,0.118901,False,2020-2025
290410095353401,-95.593000,29.069000,-12.690000,8.229600,128.016000,-119.786400,0.103121,0.103121,,0.103121,False,2020-2025
290446095405101,-95.681000,29.079000,-5.870000,5.791200,137.160000,-131.368800,0.096985,0.096985,,0.096985,False,2020-2025
290728095214301,-95.362000,29.124000,-5.650000,1.524000,122.224800,-120.700800,0.102143,0.102143,,0.102143,False,2020-2025
290834095384201,-95.645000,29.143000,-13.240000,10.448544,200.863200,-190.414656,0.137904,0.137904,,0.137904,False,2020-2025
291138095261501,-95.438000,29.194000,-14.450000,9.131808,249.631200,-240.499392,0.140827,0.140827,,0.140827,False,2020-2025
291201095200701,-95.336000,29.201000,-4.490000,4.328160,292.608000,-288.279840,0.077502,0.077502,,0.077502,False,2020-2025
291210095484001,-95.811000,29.203000,2.090000,16.809720,144.170400,-127.360680,0.125772,0.125772,,0.125772,False,2020-2025
291305095352201,-95.589000,29.220000,-11.210000,10.671048,264.261600,-253.590552,0.101636,0.101636,,0.101636,False,2020-2025
291338095202401,-95.340000,29.227000,2.090000,6.178296,71.628000,-65.449704,0.116283,0.116283,,0.116283,False,2020-2025
291344095205101,-95.348000,29.229000,-2.550000,7.266432,92.659200,-85.392768,0.093640,0.093640,,0.093640,False,2020-2025
291359095113401,-95.193000,29.233000,-15.300000,4.078224,273.710400,-269.632176,0.083530,0.083530,,0.083530,False,2020-2025
291545095202401,-95.341000,29.263000,2.040000,7.924800,156.667200,-148.742400,0.110254,0.110254,,0.110254,False,2020-2025
291855095265901,-95.450000,29.316000,-9.490000,13.716000,121.920000,-108.204000,0.103686,0.103686,,0.103686,False,2020-2025
291919095485101,-95.814000,29.322000,5.930000,22.783800,265.480800,-242.697000,0.112690,0.112690,,0.112690,False,2020-2025
291948095135401,-95.232000,29.330000,-17.790000,6.220968,121.920000,-115.699032,0.086917,0.086917,,0.086917,False,2020-2025
291949095024801,-95.047000,29.331000,-14.650000,6.016752,230.428800,-224.412048,0.030636,0.030636,,0.030636,False,2020-2025
292037095010501,-95.018000,29.344000,-13.440000,4.270248,329.184000,-324.913752,-0.006331,-0.006331,,-0.006331,False,2020-2025
292054095171901,-95.289000,29.349000,-12.210000,9.067800,144.170400,-135.102600,0.071620,0.071620,,0.071620,False,2020-2025
292054095371301,-95.621000,29.349000,-11.770000,17.501616,266.395200,-248.893584,0.063011,0.063011,,0.063011,False,2020-2025
292204095281301,-95.471000,29.368000,-8.710000,15.264384,281.330400,-266.066016,0.080289,0.080289,,0.080289,False,2020-2025
292207094544001,-94.911000,29.369000,-11.840000,2.026920,196.596000,-194.569080,0.007105,0.007105,,0.007105,False,2020-2025
292208095042701,-95.074000,29.369000,-16.770000,5.952744,236.220000,-230.267256,0.020125,0.020125,,0.020125,False,2020-2025
292233094541501,-94.904000,29.376000,-12.230000,3.185160,235.000800,-231.815640,0.003868,0.003868,,0.003868,False,2020-2025
292303094553201,-94.926000,29.384000,-11.280000,4.096512,221.894400,-217.797888,0.003893,0.003893,,0.003893,False,2020-2025
292314094563001,-94.942000,29.387000,-9.020000,3.044952,213.969600,-210.924648,-0.000375,-0.000375,,-0.000375,False,2020-2025
292324094573801,-94.961000,29.390000,-12.230000,2.974848,224.637600,-221.662752,0.008179,0.008179,,0.008179,False,2020-2025
292335095133501,-95.226000,29.393000,-27.470000,11.792712,221.894400,-210.101688,0.033878,0.033878,,0.033878,False,2020-2025
292337094542801,-94.908000,29.394000,-11.540000,3.005328,235.305600,-232.300272,0.003886,0.003886,,0.003886,False,2020-2025
292338095063601,-95.110000,29.394000,-19.980000,8.479536,265.176000,-256.696464,0.025611,0.025611,,0.025611,False,2020-2025
292354095505301,-95.848000,29.398000,7.380000,27.435048,157.886400,-130.451352,0.063666,0.063666,,0.063666,False,2020-2025
292356095475701,-95.799000,29.399000,-2.720000,25.603200,205.740000,-180.136800,0.062238,0.062238,,0.062238,False,2020-2025
292403095052601,-95.091000,29.401000,-20.920000,7.888224,235.000800,-227.112576,0.017122,0.017122,,0.017122,False,2020-2025
292439094553101,-94.926000,29.411000,-14.090000,1.837944,239.268000,-237.430056,0.037822,0.037822,,0.037822,False,2020-2025
292443095045201,-95.081000,29.412000,-21.770000,7.601712,238.048800,-230.447088,0.027632,0.027632,,0.027632,False,2020-2025
292456095560101,-95.934000,29.416000,13.220000,28.980384,171.907200,-142.926816,0.036031,0.036031,,0.036031,False,2020-2025
292458094534201,-94.895000,29.416000,-4.600000,1.615440,64.008000,-62.392560,0.058544,0.058544,0.054691,0.054691,True,2020-2025
292458094534202,-94.895000,29.416000,-7.320000,1.615440,92.049600,-90.434160,0.040868,0.040868,0.035352,0.035352,True,2020-2025
292458094534203,-94.895000,29.416000,-8.330000,1.615440,121.920000,-120.304560,0.040695,0.040695,0.035730,0.035730,True,2020-2025
292458094534204,-94.895000,29.416000,-12.930000,1.615440,163.068000,-161.452560,0.059009,0.059009,0.081542,0.081542,True,2020-2025
292458094534205,-94.895000,29.416000,-13.180000,1.615440,323.088000,-321.472560,0.032816,0.032816,0.025364,0.025364,True,2020-2025
292458094534206,-94.895000,29.416000,-12.680000,1.789176,243.840000,-242.050824,0.045525,0.045525,0.035730,0.035730,True,2020-2025
292459095451901,-95.756000,29.417000,9.470000,22.427184,193.852800,-171.425616,0.092727,0.092727,,0.092727,False,2020-2025
292528095272301,-95.456000,29.424000,-30.510000,17.068800,280.416000,-263.347200,0.055330,0.055330,,0.055330,False,2020-2025
292534095044501,-95.079000,29.426000,-22.180000,6.483096,246.888000,-240.404904,0.030288,0.030288,,0.030288,False,2020-2025
292535095151801,-95.255000,29.427000,-34.890000,12.935712,210.312000,-197.376288,0.037195,0.037195,,0.037195,False,2020-2025
292548094565601,-94.949000,29.430000,-2.170000,1.517904,210.921600,-209.403696,0.047131,0.047131,,0.047131,False,2020-2025
292552095244401,-95.412000,29.431000,-34.890000,14.325600,352.958400,-338.632800,0.033211,0.033211,,0.033211,False,2020-2025
292603095150901,-95.253000,29.435000,-36.630000,13.002768,213.969600,-200.966832,0.039409,0.039409,,0.039409,False,2020-2025
292605095571301,-95.954000,29.435000,13.670000,28.931616,179.832000,-150.900384,0.038561,0.038561,,0.038561,False,2020-2025
292619095060601,-95.102000,29.439000,-24.260000,5.111496,228.600000,-223.488504,0.021273,0.021273,,0.021273,False,2020-2025
292644095261601,-95.438000,29.446000,-37.210000,16.764000,342.595200,-325.831200,0.046750,0.046750,,0.046750,False,2020-2025
292653095233301,-95.392000,29.448000,-34.400000,15.240000,345.338400,-330.098400,0.036111,0.036111,,0.036111,False,2020-2025
292841094584901,-94.984000,29.481000,-18.450000,3.264408,201.168000,-197.903592,0.019297,0.019297,,0.019297,False,2020-2025
292848094590001,-94.981000,29.478000,-19.770000,3.176016,198.424800,-195.248784,0.019727,0.019727,,0.019727,False,2020-2025
292900094585501,-94.983000,29.483000,-20.380000,3.858768,202.387200,-198.528432,0.020228,0.020228,,0.020228,False,2020-2025
292913094584301,-94.979000,29.487000,-19.810000,3.502152,202.996800,-199.494648,0.019727,0.019727,,0.019727,False,2020-2025
292918095235901,-95.400000,29.489000,-42.600000,16.764000,319.125600,-302.361600,0.065434,0.065434,,0.065434,False,2020-2025
292923095091601,-95.155000,29.490000,-28.220000,8.449056,222.504000,-214.054944,0.035048,0.035048,,0.035048,False,2020-2025
292927095195801,-95.333000,29.491000,-14.770000,17.062704,146.304000,-129.241296,0.074159,0.074159,,0.074159,False,2020-2025
292935094583301,-94.978000,29.492000,-20.440000,3.496056,204.216000,-200.719944,0.020228,0.020228,,0.020228,False,2020-2025
292941094563001,-94.942000,29.495000,-14.210000,2.990088,204.216000,-201.225912,0.018465,0.018465,,0.018465,False,2020-2025
292944095550101,-95.917000,29.496000,2.600000,33.040320,297.180000,-264.139680,0.067532,0.067532,,0.067532,False,2020-2025
292951095335201,-95.565000,29.498000,-11.940000,18.227040,114.300000,-96.072960,0.101988,0.101988,,0.101988,False,2020-2025
292953095460301,-95.768000,29.498000,-14.580000,24.612600,334.365600,-309.753000,0.046455,0.046455,,0.046455,False,2020-2025
293000095171201,-95.256000,29.550000,-33.290000,13.624560,188.976000,-175.351440,0.034480,0.034480,,0.034480,False,2020-2025
293001095274601,-95.463000,29.501000,-9.170000,19.266408,159.715200,-140.448792,0.094340,0.094340,,0.094340,False,2020-2025
293005095151801,-95.255000,29.515000,-19.540000,12.417552,180.136800,-167.719248,0.061533,0.061533,,0.061533,False,2020-2025
293006095492501,-95.824000,29.502000,-18.930000,28.398216,427.329600,-398.931384,0.011052,0.011052,,0.011052,False,2020-2025
293043095053301,-95.093000,29.512000,-28.290000,4.736592,216.408000,-211.671408,0.028150,0.028150,,0.028150,False,2020-2025
293107095280001,-95.467000,29.519000,-42.400000,20.473416,426.110400,-405.636984,0.074909,0.074909,,0.074909,False,2020-2025
293113095220001,-95.370000,29.521000,-20.690000,19.010376,112.776000,-93.765624,0.069747,0.069747,,0.069747,False,2020-2025
293132095283301,-95.476000,29.526000,-41.440000,22.094952,402.336000,-380.241048,0.069796,0.069796,,0.069796,False,2020-2025
293140095325001,-95.547000,29.528000,-40.460000,16.547592,396.240000,-379.692408,0.044802,0.044802,,0.044802,False,2020-2025
293142095545501,-95.916000,29.528000,12.930000,33.528000,104.851200,-71.323200,0.112471,0.112471,,0.112471,False,2020-2025
293156094515501,-94.866000,29.532000,-15.430000,0.000000,208.178400,-208.178400,0.023854,0.023854,,0.023854,False,2020-2025
293202095070301,-95.118000,29.533000,-30.260000,6.294120,196.596000,-190.301880,0.033800,0.033800,,0.033800,False,2020-2025
293219095485701,-95.816000,29.539000,-19.080000,30.321504,400.202400,-369.880896,0.052869,0.052869,,0.052869,False,2020-2025
293222095020301,-95.034000,29.540000,-27.360000,2.090928,179.832000,-177.741072,0.020334,0.020334,,0.020334,False,2020-2025
293226095471601,-95.788000,29.541000,-28.210000,28.703016,481.584000,-452.880984,0.065373,0.065373,,0.065373,False,2020-2025
293235095251402,-95.421000,29.543000,-24.450000,19.812000,119.176800,-99.364800,0.062460,0.062460,,0.062460,False,2020-2025
