Well_ID,Longitude,Latitude,GWLm,altitude_m,well_depth_m,bottom_elevation_m,VHG_predicted_raw,VHG_predicted,VHG_observed,VHG_final,has_observed_VHG,period
290125095113701,-95.194000,29.024000,-4.040000,1.511808,97.231200,-95.719392,0.103151,0.103151,,0.103151,False,1970-1975
290209095265101,-95.448000,29.036000,-26.630000,3.685032,98.450400,-94.765368,0.070092,0.070092,,0.070092,False,1970-1975
290210095261601,-95.438000,29.036000,-24.810000,4.364736,99.974400,-95.609664,0.066685,0.066685,,0.066685,False,1970-1975
290216095262901,-95.442000,29.038000,-9.860000,4.367784,76.200000,-71.832216,0.116633,0.116633,,0.116633,False,1970-1975
290218095262901,-95.442000,29.039000,-27.560000,4.419600,103.632000,-99.212400,0.071704,0.071704,,0.071704,False,1970-1975
290225095263701,-95.444000,29.041000,-26.800000,4.498848,103.632000,-99.133152,0.069765,0.069765,,0.069765,False,1970-1975
290237095265102,-95.448000,29.044000,-26.810000,4.849368,103.022400,-98.173032,0.070059,0.070059,,0.070059,False,1970-1975
290333095204201,-95.345000,29.059000,-7.800000,2.697480,67.056000,-64.358520,0.098846,0.098846,,0.098846,False,1970-1975
290356095201801,-95.339000,29.066000,-9.610000,3.051048,85.344000,-82.292952,0.093007,0.093007,,0.093007,False,1970-1975
290408095201601,-95.338000,29.069000,-25.980000,2.499360,85.953600,-83.454240,0.065711,0.065711,,0.065711,False,1970-1975
290422095202501,-95.341000,29.073000,-9.260000,2.170176,88.392000,-86.221824,0.098173,0.098173,,0.098173,False,1970-1975
290429095072802,-95.125000,29.075000,-0.320000,1.514856,64.312800,-62.797944,0.107629,0.107629,,0.107629,False,1970-1975
290754095033502,-95.060000,29.132000,-4.340000,1.524000,91.440000,-89.916000,0.096383,0.096383,,0.096383,False,1970-1975
290818095025201,-95.048000,29.139000,-7.450000,1.511808,91.440000,-89.928192,0.083124,0.083124,,0.083124,False,1970-1975
290834095384201,-95.645000,29.143000,-7.300000,10.448544,200.863200,-190.414656,0.102487,0.102487,,0.102487,False,1970-1975
290938095371601,-95.621000,29.161000,2.740000,8.790432,67.056000,-58.265568,0.127680,0.127680,0.111832,0.111832,True,1970-1975
290939095480601,-95.802000,29.161000,3.270000,15.230856,152.400000,-137.169144,0.113630,0.113630,,0.113630,False,1970-1975
291005095374801,-95.630000,29.168000,-11.430000,10.098024,195.072000,-184.973976,0.101766,0.101766,0.111832,0.111832,True,1970-1975
291055095482501,-95.807000,29.182000,2.710000,16.136112,121.615200,-105.479088,0.117868,0.117868,,0.117868,False,1970-1975
291103095322801,-95.541000,29.184000,-0.200000,10.780776,132.283200,-121.502424,0.134157,0.134157,,0.134157,False,1970-1975
291114095213001,-95.359000,29.188000,3.010000,4.575048,102.108000,-97.532952,0.095590,0.095590,,0.095590,False,1970-1975
291125095372301,-95.623000,29.191000,-24.810000,10.351008,128.320800,-117.969792,0.102402,0.102402,,0.102402,False,1970-1975
291136095373101,-95.626000,29.194000,-23.300000,10.616184,127.101600,-116.485416,0.105282,0.105282,,0.105282,False,1970-1975
291201095200701,-95.336000,29.201000,-17.160000,4.328160,292.608000,-288.279840,0.076580,0.076580,,0.076580,False,1970-1975
291204095264001,-95.445000,29.201000,-13.810000,10.027920,245.973600,-235.945680,0.133459,0.133459,,0.133459,False,1970-1975
291210095484001,-95.811000,29.203000,2.070000,16.809720,144.170400,-127.360680,0.118645,0.118645,,0.118645,False,1970-1975
291338095202401,-95.340000,29.227000,1.940000,6.178296,71.628000,-65.449704,0.099021,0.099021,,0.099021,False,1970-1975
291545095202401,-95.341000,29.263000,-6.630000,7.924800,156.667200,-148.742400,0.086715,0.086715,,0.086715,False,1970-1975
291759095391401,-95.654000,29.300000,-5.250000,16.852392,146.913600,-130.061208,0.112783,0.112783,,0.112783,False,1970-1975
291808095261701,-95.438000,29.302000,-11.530000,12.271248,356.006400,-343.735152,0.099733,0.099733,,0.099733,False,1970-1975
291843095321401,-95.537000,29.312000,-10.790000,12.246864,269.748000,-257.501136,0.113424,0.113424,,0.113424,False,1970-1975
291859095152601,-95.257000,29.317000,-14.880000,7.549896,106.680000,-99.130104,0.095200,0.095200,,0.095200,False,1970-1975
291948095135401,-95.232000,29.330000,-22.240000,6.220968,121.920000,-115.699032,0.070508,0.070508,,0.070508,False,1970-1975
291949095024801,-95.047000,29.331000,-28.710000,6.016752,230.428800,-224.412048,0.003971,0.003971,,0.003971,False,1970-1975
292007094575401,-94.965000,29.336000,-41.100000,1.972056,193.243200,-191.271144,-0.079516,-0.079516,,-0.079516,False,1970-1975
292037095010501,-95.018000,29.344000,-28.180000,4.270248,329.184000,-324.913752,-0.061077,-0.061077,-0.047899,-0.047899,True,1970-1975
292050095010501,-95.018000,29.348000,-30.630000,4.888992,240.792000,-235.903008,-0.049636,-0.049636,-0.027525,-0.027525,True,1970-1975
